Unnamed: 0,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13
3122,332.0,499.0,0.05,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],Cyclohexane,10.1016/j.dyepig.2020.108300,30.9,0.683,0.0,0.0,0.073,0.0,
3123,337.0,551.0,0.05,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],Toluene,10.1016/j.dyepig.2020.108300,33.9,0.782,0.284,0.0,0.128,0.0,
3124,334.0,594.0,0.06,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],ethyl acetate,10.1016/j.dyepig.2020.108300,38.1,0.656,0.603,0.0,0.542,0.0,
3125,337.0,597.0,0.05,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],THF,10.1016/j.dyepig.2020.108300,37.4,0.714,0.634,0.0,0.591,0.0,
3126,429.0,643.0,0.03,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],Acetone,10.1016/j.dyepig.2020.108300,42.2,0.651,0.907,0.0,0.475,0.0,
3127,439.0,682.0,0.01,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],DMF,10.1016/j.dyepig.2020.108300,43.2,0.759,0.977,0.031,0.613,0.0,
3128,444.0,694.0,0.02,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],DMSO,10.1016/j.dyepig.2020.108300,45.1,0.83,1.0,0.072,0.647,0.0,
3129,346.0,417.0,0.02,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3130,399.0,502.0,0.61,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3131,354.0,430.0,0.15,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3132,347.0,429.0,0.01,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3133,397.0,519.0,0.29,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3134,354.0,450.0,0.02,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3135,360.0,441.0,0.01,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3136,402.0,512.0,0.29,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3137,374.0,462.0,0.98,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,CHCl3,10.1002/chem.202000817,39.1,0.783,0.614,0.047,0.071,0.0,
3138,,390.0,,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3139,,448.0,,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3140,,399.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3141,,411.0,,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3142,,451.0,,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3143,,418.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3144,,425.0,,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3145,,460.0,,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3146,,410.0,,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,Cyclohexane,10.1002/chem.202000817,30.9,0.683,0.0,0.0,0.073,,
3147,,400.0,,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3148,,466.0,,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3149,,410.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3150,,424.0,,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3151,,480.0,,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3152,,434.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3153,,434.0,,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3154,,479.0,,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3155,,430.0,,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,toluene,10.1002/chem.202000817,33.9,0.782,0.284,0.0,0.128,,
3156,,402.0,,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3157,,471.0,,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3158,,412.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3159,,425.0,,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3160,,487.0,,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3161,,430.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3162,,438.0,,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3163,,480.0,,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3164,,437.0,,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,dioxane,10.1002/chem.202000817,36.0,0.737,0.312,0.0,0.444,,
3165,,409.0,,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3166,,495.0,,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3167,,427.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3168,,433.0,,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3169,,519.0,,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3170,,447.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3171,,444.0,,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3172,,511.0,,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3173,,458.0,,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,THF,10.1002/chem.202000817,37.4,0.714,0.634,0.0,0.591,,
3174,,421.0,,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3175,,517.0,,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3176,,437.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3177,,445.0,,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3178,,550.0,,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3179,,459.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3180,,449.0,,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3181,,528.0,,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3182,,480.0,,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,Acetone,10.1002/chem.202000817,42.2,0.651,0.907,0.0,0.475,,
3183,,433.0,,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3184,,544.0,,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3185,,448.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3186,,454.0,,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3187,,569.0,,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3188,,465.0,,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3189,,453.0,,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3190,,549.0,,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3191,,499.0,,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,MeCN ,10.1002/chem.202000817,45.6,0.645,0.974,0.044,0.286,,
3192,639.0,738.0,0.04,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CC)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,The fluorescence quantum yields were measured at 25 °C by a relative method using sulfoindocyanine dye Cy 5.0 (ΦF = 20% in PBS) as a standard 
3193,606.0,735.0,0.03,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CCO)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3194,696.0,738.0,0.04,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CCC)CCC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3195,684.0,709.0,0.02,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3196,721.0,747.0,0.095,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3197,720.0,748.0,0.06,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5C(CO)CCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3198,689.0,740.0,0.05,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3199,610.0,741.0,0.025,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5C)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3200,686.0,741.0,0.04,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CC(C)CC(C)C5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3201,634.0,731.0,0.03,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCC(C(O)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3202,709.0,741.0,0.06,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3203,619.0,728.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(C)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3204,619.0,726.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(CC)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3205,626.0,725.0,0.02,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(C(OC(C)(C)C)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3206,629.0,731.0,0.02,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(CC#C)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3207,624.0,727.0,0.02,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCOCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,CHCl3,10.1039/c9ob00568d,39.1,0.783,0.614,0.047,0.071,0.0,
3208,616.0,730.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CC)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3209,619.0,731.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CCO)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3210,622.0,732.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CCC)CCC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3211,690.0,718.0,0.02,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3212,707.0,743.0,0.045,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3213,702.0,738.0,0.03,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5C(CO)CCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3214,621.0,732.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3215,595.0,731.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5C)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3216,612.0,733.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CC(C)CC(C)C5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3217,620.0,729.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCC(C(O)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3218,632.0,738.0,0.02,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3219,611.0,720.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(C)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3220,612.0,720.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(CC)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3221,608.0,728.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(C(OC(C)(C)C)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3222,614.0,723.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(CC#C)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3223,610.0,725.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCOCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,EtOH,10.1039/c9ob00568d,51.9,0.633,0.783,0.4,0.658,0.0,
3224,614.0,729.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CC)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3225,717.0,742.0,0.03,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3226,707.0,740.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5C(CO)CCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3227,624.0,726.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3228,619.0,726.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CC(C)CC(C)C5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3229,619.0,733.0,0.01,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCC(C(O)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3230,634.0,729.0,0.015,CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,H2O,10.1039/c9ob00568d,63.1,0.681,0.997,1.062,0.025,0.0,
3231,498.0,613.0,0.01,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(S(C5=CC=CC=C5)(=O)=O)/C(OC4(C)C)=C(C#N)\C#N)=C3,THF,10.1021/acs.joc.9b01120,37.4,0.714,0.634,0.0,0.591,1.0,
3232,506.0,615.0,0.01,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(S(C5=CC=CC=C5)(=O)=O)/C(OC4(C)C)=C(C#N)\C#N)=C3,CH2Cl2,10.1021/acs.joc.9b01120,40.7,0.761,0.769,0.04,0.178,1.0,
3233,500.0,631.0,0.02,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(S(C5=CC=CC=C5)(=O)=O)/C(OC4(C)C)=C(C#N)\C#N)=C3,Acetone,10.1021/acs.joc.9b01120,42.2,0.651,0.907,0.0,0.475,1.0,
3234,519.0,651.0,0.04,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(S(C5=CC=CC=C5)(=O)=O)/C(OC4(C)C)=C(C#N)\C#N)=C3,DMSO,10.1021/acs.joc.9b01120,45.1,0.83,1.0,0.072,0.647,1.0,
3235,463.0,585.0,0.001,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(SC5=CC=CC=C5)/C(OC4(C)C)=C(C#N)\C#N)=C3,toluene,10.1021/acs.joc.9b01120,33.9,0.782,0.284,0.0,0.128,1.0,
3236,465.0,594.0,0.01,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(SC5=CC=CC=C5)/C(OC4(C)C)=C(C#N)\C#N)=C3,THF,10.1021/acs.joc.9b01120,37.4,0.714,0.634,0.0,0.591,1.0,
3237,464.0,597.0,0.01,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(SC5=CC=CC=C5)/C(OC4(C)C)=C(C#N)\C#N)=C3,CH2Cl2,10.1021/acs.joc.9b01120,40.7,0.761,0.769,0.04,0.178,1.0,
3238,458.0,605.0,0.01,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(SC5=CC=CC=C5)/C(OC4(C)C)=C(C#N)\C#N)=C3,Acetone,10.1021/acs.joc.9b01120,42.2,0.651,0.907,0.0,0.475,1.0,
3239,472.0,620.0,0.04,CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(SC5=CC=CC=C5)/C(OC4(C)C)=C(C#N)\C#N)=C3,DMSO,10.1021/acs.joc.9b01120,45.1,0.83,1.0,0.072,0.647,1.0,
